"","Experiment","Cup","DPI","presence","temp","DTR","gametocytemia"
"448",1,7,19.5,0,23,0,0.000241379310344828
"449",1,7,19.5,0,23,0,0.000241379310344828
"450",1,7,19.5,0,23,0,0.000241379310344828
"451",1,8,19.5,1,23,0,0.000241379310344828
"452",1,8,19.5,1,23,0,0.000241379310344828
"453",1,8,19.5,0,23,0,0.000241379310344828
"454",1,8,19.5,0,23,0,0.000241379310344828
"455",1,8,19.5,0,23,0,0.000241379310344828
"456",1,8,19.5,0,23,0,0.000241379310344828
"457",1,8,19.5,0,23,0,0.000241379310344828
"458",1,8,19.5,0,23,0,0.000241379310344828
"459",1,8,19.5,0,23,0,0.000241379310344828
"460",1,8,19.5,0,23,0,0.000241379310344828
"461",1,8,21.5,1,23,0,0.000241379310344828
"462",1,8,21.5,1,23,0,0.000241379310344828
"463",1,8,21.5,1,23,0,0.000241379310344828
"464",1,8,21.5,0,23,0,0.000241379310344828
"465",1,8,21.5,0,23,0,0.000241379310344828
"466",1,8,21.5,0,23,0,0.000241379310344828
"467",1,8,21.5,0,23,0,0.000241379310344828
"468",1,8,21.5,0,23,0,0.000241379310344828
"469",1,8,21.5,0,23,0,0.000241379310344828
"470",1,8,21.5,0,23,0,0.000241379310344828
"471",1,8,21.5,0,23,0,0.000241379310344828
"472",1,8,25.5,0,23,0,0.000241379310344828
"473",1,8,25.5,0,23,0,0.000241379310344828
"474",1,8,25.5,0,23,0,0.000241379310344828
"475",1,8,25.5,0,23,0,0.000241379310344828
"476",1,8,25.5,0,23,0,0.000241379310344828
"477",1,8,25.5,0,23,0,0.000241379310344828
"478",1,8,25.5,0,23,0,0.000241379310344828
"479",1,8,25.5,0,23,0,0.000241379310344828
"480",1,8,25.5,0,23,0,0.000241379310344828
"481",1,8,25.5,0,23,0,0.000241379310344828
"482",1,9,9.5,0,25,0,0.000241379310344828
"483",1,9,9.5,0,25,0,0.000241379310344828
"484",1,9,9.5,0,25,0,0.000241379310344828
"485",1,9,9.5,0,25,0,0.000241379310344828
"486",1,9,9.5,0,25,0,0.000241379310344828
"487",1,9,9.5,0,25,0,0.000241379310344828
"488",1,9,9.5,0,25,0,0.000241379310344828
"489",1,9,9.5,0,25,0,0.000241379310344828
"490",1,9,9.5,0,25,0,0.000241379310344828
"491",1,9,9.5,0,25,0,0.000241379310344828
"492",1,10,9.5,0,25,0,0.000241379310344828
"493",1,10,9.5,0,25,0,0.000241379310344828
"494",1,10,9.5,0,25,0,0.000241379310344828
