"","Experiment","Cup","DPI","presence","temp","DTR","gametocytemia","Oocyst_number"
"1",1,1,34,0,17,0,0.000241379310344828,0
"2",1,1,34,0,17,0,0.000241379310344828,0
"3",1,1,34,0,17,0,0.000241379310344828,0
"4",1,1,34,0,17,0,0.000241379310344828,0
"5",1,1,34,0,17,0,0.000241379310344828,0
"6",1,1,34,0,17,0,0.000241379310344828,0
"7",1,1,34,0,17,0,0.000241379310344828,0
"8",1,1,34,0,17,0,0.000241379310344828,0
"9",1,1,34,0,17,0,0.000241379310344828,0
"10",1,1,34,0,17,0,0.000241379310344828,0
"11",1,2,34,0,17,0,0.000241379310344828,0
"12",1,2,34,0,17,0,0.000241379310344828,0
"13",1,2,34,0,17,0,0.000241379310344828,0
"14",1,2,34,0,17,0,0.000241379310344828,0
"15",1,2,34,0,17,0,0.000241379310344828,0
"16",1,2,34,0,17,0,0.000241379310344828,0
"17",1,2,34,0,17,0,0.000241379310344828,0
"18",1,2,34,0,17,0,0.000241379310344828,0
"19",1,2,34,0,17,0,0.000241379310344828,0
"20",1,2,34,0,17,0,0.000241379310344828,0
"21",1,1,39.5,0,17,0,0.000241379310344828,0
"22",1,1,39.5,0,17,0,0.000241379310344828,0
"23",1,1,39.5,0,17,0,0.000241379310344828,0
"24",1,1,39.5,0,17,0,0.000241379310344828,0
"25",1,1,39.5,0,17,0,0.000241379310344828,0
"26",1,1,39.5,0,17,0,0.000241379310344828,0
"27",1,1,39.5,0,17,0,0.000241379310344828,0
"28",1,1,39.5,0,17,0,0.000241379310344828,0
"29",1,1,39.5,0,17,0,0.000241379310344828,0
"30",1,1,39.5,0,17,0,0.000241379310344828,0
"31",1,2,39.5,0,17,0,0.000241379310344828,0
"32",1,2,39.5,0,17,0,0.000241379310344828,0
"33",1,2,39.5,0,17,0,0.000241379310344828,0
"34",1,2,39.5,0,17,0,0.000241379310344828,0
"35",1,2,39.5,0,17,0,0.000241379310344828,0
"36",1,2,39.5,0,17,0,0.000241379310344828,0
"37",1,2,39.5,0,17,0,0.000241379310344828,0
"38",1,2,39.5,0,17,0,0.000241379310344828,0
"39",1,2,39.5,0,17,0,0.000241379310344828,0
"40",1,2,39.5,0,17,0,0.000241379310344828,0
"41",1,1,42.5,0,17,0,0.000241379310344828,0
"42",1,1,42.5,0,17,0,0.000241379310344828,0
"43",1,1,42.5,0,17,0,0.000241379310344828,0
"44",1,1,42.5,0,17,0,0.000241379310344828,0
"45",1,1,42.5,0,17,0,0.000241379310344828,0
"46",1,1,42.5,0,17,0,0.000241379310344828,0
"47",1,1,42.5,0,17,0,0.000241379310344828,0
"48",1,1,42.5,0,17,0,0.000241379310344828,0
"49",1,1,42.5,0,17,0,0.000241379310344828,0
"50",1,1,42.5,0,17,0,0.000241379310344828,0
"51",1,2,42.5,0,17,0,0.000241379310344828,0
"52",1,2,42.5,0,17,0,0.000241379310344828,0
"53",1,2,42.5,0,17,0,0.000241379310344828,0
"54",1,2,42.5,0,17,0,0.000241379310344828,0
"55",1,2,42.5,0,17,0,0.000241379310344828,0
"56",1,2,42.5,0,17,0,0.000241379310344828,0
"57",1,2,42.5,0,17,0,0.000241379310344828,0
"58",1,2,42.5,0,17,0,0.000241379310344828,0
"59",1,2,42.5,0,17,0,0.000241379310344828,0
"60",1,2,42.5,0,17,0,0.000241379310344828,0
"61",1,1,46.4,0,17,0,0.000241379310344828,0
"62",1,1,46.4,0,17,0,0.000241379310344828,0
"63",1,1,46.4,0,17,0,0.000241379310344828,0
"64",1,1,46.4,0,17,0,0.000241379310344828,0
"65",1,1,46.4,0,17,0,0.000241379310344828,0
"66",1,1,46.4,0,17,0,0.000241379310344828,0
"67",1,1,46.4,0,17,0,0.000241379310344828,0
"68",1,1,46.4,0,17,0,0.000241379310344828,0
"69",1,1,46.4,0,17,0,0.000241379310344828,0
"70",1,1,46.4,0,17,0,0.000241379310344828,0
"71",1,1,46.4,0,17,0,0.000241379310344828,0
"72",1,1,46.4,0,17,0,0.000241379310344828,0
"73",1,1,46.4,0,17,0,0.000241379310344828,0
"74",1,1,46.4,0,17,0,0.000241379310344828,0
"75",1,1,46.4,0,17,0,0.000241379310344828,0
"76",1,1,46.4,0,17,0,0.000241379310344828,0
"77",1,1,46.4,0,17,0,0.000241379310344828,0
"80",1,3,22.4,0,19,0,0.000241379310344828,0
"81",1,3,22.4,0,19,0,0.000241379310344828,0
"82",1,3,22.4,0,19,0,0.000241379310344828,0
"83",1,3,22.4,0,19,0,0.000241379310344828,0
"84",1,3,22.4,0,19,0,0.000241379310344828,0
"85",1,3,22.4,0,19,0,0.000241379310344828,0
"86",1,3,22.4,0,19,0,0.000241379310344828,0
"87",1,3,22.4,0,19,0,0.000241379310344828,0
"91",1,4,22.4,0,19,0,0.000241379310344828,0
"92",1,4,22.4,0,19,0,0.000241379310344828,0
"93",1,4,22.4,0,19,0,0.000241379310344828,0
"94",1,4,22.4,0,19,0,0.000241379310344828,0
"95",1,4,22.4,0,19,0,0.000241379310344828,0
"96",1,4,22.4,0,19,0,0.000241379310344828,0
"97",1,4,22.4,0,19,0,0.000241379310344828,0
"98",1,4,22.4,0,19,0,0.000241379310344828,0
"99",1,4,22.4,0,19,0,0.000241379310344828,0
"101",1,5,16.4,0,21,0,0.000241379310344828,0
"102",1,5,16.4,0,21,0,0.000241379310344828,0
"103",1,5,16.4,0,21,0,0.000241379310344828,0
"104",1,5,16.4,0,21,0,0.000241379310344828,0
"105",1,5,16.4,0,21,0,0.000241379310344828,0
"106",1,5,16.4,0,21,0,0.000241379310344828,0
"107",1,5,16.4,0,21,0,0.000241379310344828,0
"108",1,5,16.4,0,21,0,0.000241379310344828,0
"109",1,5,16.4,0,21,0,0.000241379310344828,0
"110",1,6,16.4,0,21,0,0.000241379310344828,0
"111",1,6,16.4,0,21,0,0.000241379310344828,0
"112",1,6,16.4,0,21,0,0.000241379310344828,0
"113",1,6,16.4,0,21,0,0.000241379310344828,0
"114",1,6,16.4,0,21,0,0.000241379310344828,0
"115",1,6,16.4,0,21,0,0.000241379310344828,0
"116",1,6,16.4,0,21,0,0.000241379310344828,0
"117",1,6,16.4,0,21,0,0.000241379310344828,0
"118",1,6,16.4,0,21,0,0.000241379310344828,0
"119",1,6,16.4,0,21,0,0.000241379310344828,0
"121",1,7,12.4,0,23,0,0.000241379310344828,0
"122",1,7,12.4,0,23,0,0.000241379310344828,0
"123",1,7,12.4,0,23,0,0.000241379310344828,0
"124",1,7,12.4,0,23,0,0.000241379310344828,0
